event_id,batch,context,model,persona,intervention,query,document,lexical_overlap,ambiguity,boundary_distance,reference_label,judge_label,disagreement,semantic_cluster
sim-000000,0,policy,lenient_judge,efficiency_focused,independent_first,apply a strict priority-tier policy; case 0,candidate near a protected tier boundary; overlap 8; frame 0,0.8630060313736592,0.5388884629953343,0.15562888430645816,0,0,0,0
sim-001780,7,ambiguous,lenient_judge,accessibility_focused,independent_first,interpret a multi-meaning information need; case 4,contextual passage using an alternate sense; overlap 6; frame 13,0.6142126761945732,0.7291769767504819,0.6852496954701054,0,0,0,3
sim-001781,7,routine,cautious_judge,accessibility_focused,explanation,find a routine service option; case 5,standard service details and operating hours; overlap 5; frame 14,0.552176405475101,0.0,0.17386960157054007,0,0,0,4
sim-001782,7,definition,cautious_judge,efficiency_focused,explanation,define the requested technical term; case 6,descriptive definition with applied examples; overlap 4; frame 15,0.4547741187917925,0.4309534047044064,0.83624270516884,1,1,0,2
sim-001783,7,policy,policy_brittle_judge,accessibility_focused,independent_first,apply a strict priority-tier policy; case 7,candidate near a protected tier boundary; overlap 6; frame 16,0.6787762965855605,0.39883521577164327,0.04190142593846222,0,1,1,0
sim-001784,7,ambiguous,lenient_judge,efficiency_focused,explanation,interpret a multi-meaning information need; case 8,contextual passage using an alternate sense; overlap 4; frame 17,0.4580953854422258,0.9389859290419215,0.8789642884174408,0,0,0,3
sim-001785,7,policy,cautious_judge,neutral,label,apply a strict priority-tier policy; case 9,candidate near a protected tier boundary; overlap 7; frame 18,0.7014308751419102,0.4272827913665997,0.22443105563818083,1,0,1,0
sim-001786,7,routine,lenient_judge,efficiency_focused,label,find a routine service option; case 10,standard service details and operating hours; overlap 3; frame 0,0.3895624160801762,0.009527807485684076,0.25644736691764447,0,1,1,5
sim-001787,7,routine,lenient_judge,accessibility_focused,independent_first,find a routine service option; case 11,standard service details and operating hours; overlap 5; frame 1,0.5830692848861123,0.1734062290762733,0.7060073705835206,1,1,0,5
sim-001788,7,definition,cautious_judge,efficiency_focused,label,define the requested technical term; case 12,descriptive definition with applied examples; overlap 6; frame 2,0.6134598256388104,0.16044126348381005,0.4986359942080776,0,0,0,7
sim-001789,7,routine,cautious_judge,neutral,label,find a routine service option; case 13,standard service details and operating hours; overlap 7; frame 3,0.7825792447424595,0.0,0.7670892838220665,1,1,0,5
sim-001790,7,policy,lenient_judge,accessibility_focused,explanation,apply a strict priority-tier policy; case 14,candidate near a protected tier boundary; overlap 6; frame 4,0.6735749381444457,0.7801755278135699,0.23095894744160997,1,0,1,6
sim-001791,7,policy,lenient_judge,efficiency_focused,explanation,apply a strict priority-tier policy; case 15,candidate near a protected tier boundary; overlap 6; frame 5,0.6609410646376084,0.6460840853944523,0.18771994670458603,0,1,1,6
sim-001792,7,definition,policy_brittle_judge,efficiency_focused,label,define the requested technical term; case 16,descriptive definition with applied examples; overlap 8; frame 6,0.8237491743978549,0.44748360445521973,0.8392007817056008,0,1,1,7
sim-001793,7,ambiguous,lenient_judge,neutral,label,interpret a multi-meaning information need; case 17,contextual passage using an alternate sense; overlap 7; frame 7,0.742971540858315,0.8960926376222088,0.8951603953539092,1,0,1,3
sim-001794,7,definition,cautious_judge,efficiency_focused,explanation,define the requested technical term; case 18,descriptive definition with applied examples; overlap 5; frame 8,0.5774127033780233,0.36480090801799453,0.5244891067382534,1,1,0,7
sim-001795,7,ambiguous,cautious_judge,accessibility_focused,independent_first,interpret a multi-meaning information need; case 19,contextual passage using an alternate sense; overlap 1; frame 9,0.10498589320366392,0.676618624357917,0.6590654834572087,1,1,0,3
sim-001796,7,definition,policy_brittle_judge,efficiency_focused,explanation,define the requested technical term; case 20,descriptive definition with applied examples; overlap 3; frame 10,0.3974077752849864,0.5348554705616044,0.6710038666171294,0,1,1,7
sim-001797,7,definition,cautious_judge,accessibility_focused,independent_first,define the requested technical term; case 21,descriptive definition with applied examples; overlap 6; frame 11,0.6448965294129516,0.3135579530094016,0.335239940899047,0,0,0,7
sim-001798,7,routine,cautious_judge,neutral,independent_first,find a routine service option; case 22,standard service details and operating hours; overlap 2; frame 12,0.28507082506616893,0.17959054328744622,0.8029393507344659,0,0,0,5
sim-001799,7,policy,cautious_judge,accessibility_focused,independent_first,apply a strict priority-tier policy; case 23,candidate near a protected tier boundary; overlap 4; frame 13,0.41862400465316946,0.5041144048788091,0.05840820087862778,0,0,0,6
sim-001800,7,definition,cautious_judge,efficiency_focused,explanation,define the requested technical term; case 24,descriptive definition with applied examples; overlap 6; frame 14,0.6171316121625255,0.2895692339714049,0.8853781225651777,0,1,1,7
sim-001801,7,policy,cautious_judge,efficiency_focused,independent_first,apply a strict priority-tier policy; case 25,candidate near a protected tier boundary; overlap 8; frame 15,0.8062257352899262,0.3886857668080158,0.15283079868573365,0,1,1,6
sim-001802,7,definition,cautious_judge,accessibility_focused,independent_first,define the requested technical term; case 26,descriptive definition with applied examples; overlap 6; frame 16,0.6125298420836635,0.23204482957282493,0.6508236879131285,0,0,0,7
sim-001803,7,policy,policy_brittle_judge,efficiency_focused,explanation,apply a strict priority-tier policy; case 27,candidate near a protected tier boundary; overlap 5; frame 17,0.5144924179341027,0.3477093352018783,0.03954370136225011,1,1,0,6
sim-001804,7,routine,lenient_judge,neutral,independent_first,find a routine service option; case 28,standard service details and operating hours; overlap 6; frame 18,0.6463974971408705,0.28337635905905,0.6639517519799278,1,1,0,5
sim-001805,7,ambiguous,policy_brittle_judge,neutral,independent_first,interpret a multi-meaning information need; case 29,contextual passage using an alternate sense; overlap 6; frame 0,0.6706548747163347,0.769031351467365,0.8235158448227213,0,0,0,3
sim-001806,7,policy,cautious_judge,neutral,label,apply a strict priority-tier policy; case 30,candidate near a protected tier boundary; overlap 7; frame 1,0.7866166711204459,0.7054391954210523,0.1492981721009276,1,0,1,6
sim-001807,7,policy,policy_brittle_judge,accessibility_focused,independent_first,apply a strict priority-tier policy; case 31,candidate near a protected tier boundary; overlap 6; frame 2,0.6802347637331706,0.4235621943245004,0.18464498816631908,0,1,1,6
sim-001808,7,policy,cautious_judge,efficiency_focused,label,apply a strict priority-tier policy; case 32,candidate near a protected tier boundary; overlap 3; frame 3,0.34470490874650367,0.459380349479587,0.3875637332768341,0,1,1,6
sim-001809,7,routine,lenient_judge,efficiency_focused,independent_first,find a routine service option; case 33,standard service details and operating hours; overlap 2; frame 4,0.24195901938913406,0.08907129449255,0.5652093249934106,0,1,1,5
sim-001810,7,policy,cautious_judge,efficiency_focused,independent_first,apply a strict priority-tier policy; case 34,candidate near a protected tier boundary; overlap 7; frame 5,0.7257537433318559,0.553852923622871,0.5248086565015306,0,0,0,6
sim-001811,7,policy,cautious_judge,accessibility_focused,explanation,apply a strict priority-tier policy; case 35,candidate near a protected tier boundary; overlap 5; frame 6,0.5455932391103663,0.6399912643868974,0.09627837930281613,1,0,1,6
sim-001812,7,definition,lenient_judge,accessibility_focused,label,define the requested technical term; case 36,descriptive definition with applied examples; overlap 5; frame 7,0.5079533250411812,0.4257012847191229,0.926435614413145,0,0,0,7
sim-001813,7,policy,lenient_judge,accessibility_focused,label,apply a strict priority-tier policy; case 0,candidate near a protected tier boundary; overlap 6; frame 8,0.658050236605238,0.4937702853754991,0.10290091882245941,0,1,1,0
sim-001814,7,policy,cautious_judge,neutral,label,apply a strict priority-tier policy; case 1,candidate near a protected tier boundary; overlap 5; frame 9,0.5533694788379404,0.5021648402501219,0.19515083658237672,0,1,1,0
sim-001815,7,routine,lenient_judge,efficiency_focused,label,find a routine service option; case 2,standard service details and operating hours; overlap 4; frame 10,0.41111332211424845,0.04137590149117784,0.7548989779894292,0,0,0,4
sim-001816,7,routine,cautious_judge,accessibility_focused,explanation,find a routine service option; case 3,standard service details and operating hours; overlap 2; frame 11,0.21114758788632715,0.11816640268598844,0.7706156027156558,0,0,0,4
sim-001817,7,definition,cautious_judge,efficiency_focused,label,define the requested technical term; case 4,descriptive definition with applied examples; overlap 8; frame 12,0.8169199560204939,0.5307487686603598,0.9342615290802744,1,0,1,2
sim-001818,7,ambiguous,lenient_judge,efficiency_focused,explanation,interpret a multi-meaning information need; case 5,contextual passage using an alternate sense; overlap 3; frame 13,0.3465182045023535,0.7719056788287807,0.6868667685251162,1,0,1,3
sim-001819,7,ambiguous,cautious_judge,neutral,independent_first,interpret a multi-meaning information need; case 6,contextual passage using an alternate sense; overlap 7; frame 14,0.7477051980275942,0.727360322327174,0.517872881037528,1,1,0,3
sim-001820,7,routine,lenient_judge,neutral,explanation,find a routine service option; case 7,standard service details and operating hours; overlap 3; frame 15,0.3441212527296659,0.03956453563078831,0.7850420690184852,1,1,0,1
sim-001821,7,ambiguous,policy_brittle_judge,neutral,label,interpret a multi-meaning information need; case 8,contextual passage using an alternate sense; overlap 2; frame 16,0.25739467213456313,0.8159755044506799,0.5931299344333296,0,0,0,3
sim-001822,7,routine,lenient_judge,neutral,label,find a routine service option; case 9,standard service details and operating hours; overlap 6; frame 17,0.6608088896463844,0.0,0.6801325561466797,1,1,0,4
sim-001823,7,routine,cautious_judge,efficiency_focused,label,find a routine service option; case 10,standard service details and operating hours; overlap 2; frame 18,0.21568830941487444,0.08501653374292167,0.7177020492230152,1,1,0,5
sim-001824,7,definition,lenient_judge,accessibility_focused,explanation,define the requested technical term; case 11,descriptive definition with applied examples; overlap 7; frame 0,0.7603603463241438,0.42646415235144947,0.7762734115668568,1,0,1,7
sim-001825,7,routine,lenient_judge,accessibility_focused,label,find a routine service option; case 12,standard service details and operating hours; overlap 3; frame 1,0.3962011373164751,0.0,0.693054342792705,0,0,0,5
sim-001826,7,definition,lenient_judge,efficiency_focused,explanation,define the requested technical term; case 13,descriptive definition with applied examples; overlap 3; frame 2,0.3848647755632298,0.38160028598606505,0.7966525019696105,0,1,1,7
sim-001827,7,routine,lenient_judge,neutral,explanation,find a routine service option; case 14,standard service details and operating hours; overlap 6; frame 3,0.6250519258650455,0.18749703315393992,0.4455305904311605,1,1,0,5
sim-001828,7,policy,policy_brittle_judge,accessibility_focused,explanation,apply a strict priority-tier policy; case 15,candidate near a protected tier boundary; overlap 5; frame 4,0.5595163904886965,0.82577507861198,0.25450516404208307,0,1,1,6
sim-001829,7,policy,policy_brittle_judge,neutral,independent_first,apply a strict priority-tier policy; case 16,candidate near a protected tier boundary; overlap 3; frame 5,0.3631363059366207,0.7009024752693093,0.39106272363544664,1,1,0,6
sim-001830,7,policy,lenient_judge,efficiency_focused,label,apply a strict priority-tier policy; case 17,candidate near a protected tier boundary; overlap 6; frame 6,0.6128487636815613,0.7828523638919221,0.3120133241585315,1,0,1,6
sim-001831,7,policy,lenient_judge,neutral,label,apply a strict priority-tier policy; case 18,candidate near a protected tier boundary; overlap 7; frame 7,0.7727745914194799,0.44030128199810653,0.20664289684749984,0,1,1,6
sim-001832,7,ambiguous,policy_brittle_judge,neutral,label,interpret a multi-meaning information need; case 19,contextual passage using an alternate sense; overlap 9; frame 8,0.9276604618721741,0.837689701448041,0.45828448833721486,0,0,0,3
sim-001833,7,policy,policy_brittle_judge,neutral,label,apply a strict priority-tier policy; case 20,candidate near a protected tier boundary; overlap 7; frame 9,0.7886297065091326,0.599821344718352,0.05262831198492347,1,0,1,6
sim-001834,7,routine,policy_brittle_judge,neutral,explanation,find a routine service option; case 21,standard service details and operating hours; overlap 5; frame 10,0.5784335013232241,0.0,0.5285589717745415,0,0,0,5
sim-001835,7,routine,cautious_judge,neutral,explanation,find a routine service option; case 22,standard service details and operating hours; overlap 1; frame 11,0.18677570384331163,0.03523854264866831,0.8615329077021403,0,0,0,5
sim-001836,7,definition,cautious_judge,accessibility_focused,label,define the requested technical term; case 23,descriptive definition with applied examples; overlap 8; frame 12,0.8309168215101062,0.43248719790321705,0.6720906191433549,0,0,0,7
sim-001837,7,definition,policy_brittle_judge,efficiency_focused,independent_first,define the requested technical term; case 24,descriptive definition with applied examples; overlap 2; frame 13,0.2555006579973149,0.437389045209249,0.8530192713859832,0,1,1,7
sim-001838,7,routine,cautious_judge,neutral,explanation,find a routine service option; case 25,standard service details and operating hours; overlap 7; frame 14,0.7433075925272691,0.17568795781269733,0.7535756494647768,0,0,0,5
sim-001839,7,policy,lenient_judge,efficiency_focused,independent_first,apply a strict priority-tier policy; case 26,candidate near a protected tier boundary; overlap 1; frame 15,0.18764017064999144,0.2969948646182369,0.2758214147617687,0,1,1,6
sim-001840,7,policy,policy_brittle_judge,efficiency_focused,explanation,apply a strict priority-tier policy; case 27,candidate near a protected tier boundary; overlap 1; frame 16,0.179008862200477,0.4956595314925209,0.07885113375829259,0,1,1,6
sim-001841,7,policy,policy_brittle_judge,neutral,label,apply a strict priority-tier policy; case 28,candidate near a protected tier boundary; overlap 2; frame 17,0.22608012936881874,0.7570891522054861,0.1276356885410383,0,1,1,6
sim-001842,7,definition,cautious_judge,accessibility_focused,independent_first,define the requested technical term; case 29,descriptive definition with applied examples; overlap 2; frame 18,0.2847458208493761,0.41788530067609014,0.6000143107620196,1,1,0,7
sim-001843,7,policy,cautious_judge,neutral,independent_first,apply a strict priority-tier policy; case 30,candidate near a protected tier boundary; overlap 4; frame 0,0.4568218042179957,0.6104953910452031,0.027493913126740925,0,1,1,6
sim-001844,7,policy,cautious_judge,neutral,explanation,apply a strict priority-tier policy; case 31,candidate near a protected tier boundary; overlap 2; frame 1,0.2189403441315564,0.5139233055167721,0.184330795860865,0,1,1,6
sim-001845,7,policy,lenient_judge,accessibility_focused,label,apply a strict priority-tier policy; case 32,candidate near a protected tier boundary; overlap 2; frame 2,0.27137702412189424,0.3663952975644077,0.30343179928839153,0,0,0,6
sim-001846,7,policy,cautious_judge,efficiency_focused,label,apply a strict priority-tier policy; case 33,candidate near a protected tier boundary; overlap 5; frame 3,0.5025014819463112,0.7494139327033212,0.27695626390751993,1,1,0,6
sim-001847,7,definition,lenient_judge,neutral,label,define the requested technical term; case 34,descriptive definition with applied examples; overlap 2; frame 4,0.23920323796003742,0.1798837421959957,0.6300061466626783,0,1,1,7
sim-001848,7,policy,cautious_judge,efficiency_focused,label,apply a strict priority-tier policy; case 35,candidate near a protected tier boundary; overlap 9; frame 5,0.9119247628164938,0.7479523477609341,0.24993781277385085,0,1,1,6
sim-001849,7,definition,lenient_judge,efficiency_focused,independent_first,define the requested technical term; case 36,descriptive definition with applied examples; overlap 4; frame 6,0.4230844629866661,0.4528837618667424,0.8145680337955343,1,1,0,7
sim-001850,7,routine,policy_brittle_judge,accessibility_focused,explanation,find a routine service option; case 0,standard service details and operating hours; overlap 1; frame 7,0.15904223706264808,0.30767319842778207,0.8745867164097078,0,0,0,4
sim-001851,7,definition,cautious_judge,efficiency_focused,label,define the requested technical term; case 1,descriptive definition with applied examples; overlap 5; frame 8,0.5014722478643758,0.4779901532022016,0.4471605594801497,0,0,0,2
sim-001852,7,definition,lenient_judge,neutral,explanation,define the requested technical term; case 2,descriptive definition with applied examples; overlap 5; frame 9,0.529698862013706,0.3396655929744682,0.7121095192476794,0,0,0,2
sim-001853,7,ambiguous,cautious_judge,efficiency_focused,independent_first,interpret a multi-meaning information need; case 3,contextual passage using an alternate sense; overlap 4; frame 10,0.4440354427678155,0.8190209765245441,0.38696328983434475,0,0,0,3
sim-001854,7,ambiguous,cautious_judge,accessibility_focused,label,interpret a multi-meaning information need; case 4,contextual passage using an alternate sense; overlap 4; frame 11,0.4547753116421672,0.7348084120156806,0.9520240392438161,1,1,0,3
sim-001855,7,definition,policy_brittle_judge,neutral,explanation,define the requested technical term; case 5,descriptive definition with applied examples; overlap 2; frame 12,0.2216186334108859,0.3202181029241469,0.7367342594072958,0,1,1,2
sim-001856,7,routine,lenient_judge,efficiency_focused,independent_first,find a routine service option; case 6,standard service details and operating hours; overlap 7; frame 13,0.7154890128686643,0.0,0.3928636238074088,1,1,0,4
sim-001857,7,definition,policy_brittle_judge,accessibility_focused,label,define the requested technical term; case 7,descriptive definition with applied examples; overlap 2; frame 14,0.2906313615494385,0.35706072779094705,0.8021156805207659,1,1,0,2
sim-001858,7,ambiguous,lenient_judge,accessibility_focused,independent_first,interpret a multi-meaning information need; case 8,contextual passage using an alternate sense; overlap 4; frame 15,0.4490446328110715,1.0,0.7750743011123199,0,0,0,3
sim-001859,7,policy,lenient_judge,efficiency_focused,explanation,apply a strict priority-tier policy; case 9,candidate near a protected tier boundary; overlap 9; frame 16,0.9804532328271394,0.8934938443600469,0.3658522086228439,1,0,1,0
sim-001860,7,policy,lenient_judge,accessibility_focused,independent_first,apply a strict priority-tier policy; case 10,candidate near a protected tier boundary; overlap 4; frame 17,0.4961826944107408,0.5463540261887736,0.2172581106745259,0,0,0,6
sim-001861,7,definition,lenient_judge,efficiency_focused,explanation,define the requested technical term; case 11,descriptive definition with applied examples; overlap 9; frame 18,0.9320251110671178,0.23329001317585935,0.3681436518952431,0,1,1,7
sim-001862,7,routine,policy_brittle_judge,neutral,independent_first,find a routine service option; case 12,standard service details and operating hours; overlap 3; frame 0,0.34470680727930786,0.0,0.6448335872554147,0,0,0,5
sim-001863,7,routine,lenient_judge,accessibility_focused,independent_first,find a routine service option; case 13,standard service details and operating hours; overlap 5; frame 1,0.5243353035838868,0.2920493532979923,0.6719846271511346,0,0,0,5
sim-001864,7,definition,policy_brittle_judge,neutral,explanation,define the requested technical term; case 14,descriptive definition with applied examples; overlap 1; frame 2,0.15077511220065415,0.5612183149519826,0.5766712193958561,1,0,1,7
sim-001865,7,policy,cautious_judge,neutral,label,apply a strict priority-tier policy; case 15,candidate near a protected tier boundary; overlap 1; frame 3,0.1876415564188006,0.7740878411204299,0.2005563745533858,0,0,0,6
sim-001866,7,definition,policy_brittle_judge,neutral,label,define the requested technical term; case 16,descriptive definition with applied examples; overlap 4; frame 4,0.44855982991292276,0.4298936549341787,0.7324725149203233,0,0,0,7
sim-001867,7,definition,cautious_judge,accessibility_focused,label,define the requested technical term; case 17,descriptive definition with applied examples; overlap 6; frame 5,0.6997231767414066,0.4918737712388274,0.7846596526653602,1,0,1,7
sim-001868,7,policy,cautious_judge,neutral,label,apply a strict priority-tier policy; case 18,candidate near a protected tier boundary; overlap 3; frame 6,0.39212132978085434,0.735711983633826,0.22785484182685933,0,1,1,6
sim-001869,7,routine,policy_brittle_judge,neutral,label,find a routine service option; case 19,standard service details and operating hours; overlap 1; frame 7,0.15008397395428014,0.1672360981063013,0.4803790004318116,0,0,0,5
sim-001870,7,definition,lenient_judge,accessibility_focused,independent_first,define the requested technical term; case 20,descriptive definition with applied examples; overlap 8; frame 8,0.803296414083593,0.3709642485018736,0.6389346043925151,1,1,0,7
sim-001871,7,routine,lenient_judge,accessibility_focused,explanation,find a routine service option; case 21,standard service details and operating hours; overlap 6; frame 9,0.6629509112458067,0.20942627326379937,0.6221957902883252,1,0,1,5
sim-001872,7,policy,cautious_judge,neutral,label,apply a strict priority-tier policy; case 22,candidate near a protected tier boundary; overlap 2; frame 10,0.21828327783284707,0.4954002850706576,0.04821140083008634,0,0,0,6
sim-001873,7,routine,cautious_judge,accessibility_focused,explanation,find a routine service option; case 23,standard service details and operating hours; overlap 6; frame 11,0.6376159466481482,0.2922239294603747,0.7560662522599699,0,0,0,5
sim-001874,7,policy,cautious_judge,neutral,explanation,apply a strict priority-tier policy; case 24,candidate near a protected tier boundary; overlap 7; frame 12,0.7132198961317215,0.6047680113510523,0.27174589614549893,1,1,0,6
sim-001875,7,ambiguous,lenient_judge,neutral,independent_first,interpret a multi-meaning information need; case 25,contextual passage using an alternate sense; overlap 7; frame 13,0.7199497428581766,0.9071466540376769,0.6259296509663317,1,1,0,3
sim-001876,7,routine,cautious_judge,efficiency_focused,explanation,find a routine service option; case 26,standard service details and operating hours; overlap 0; frame 14,0.07655151387891375,0.256379942611362,0.9744343976475626,0,0,0,5
sim-001877,7,policy,lenient_judge,accessibility_focused,label,apply a strict priority-tier policy; case 27,candidate near a protected tier boundary; overlap 3; frame 15,0.3258535542236708,0.6163080039311793,0.12232882681536189,1,0,1,6
sim-001878,7,policy,policy_brittle_judge,efficiency_focused,explanation,apply a strict priority-tier policy; case 28,candidate near a protected tier boundary; overlap 4; frame 16,0.45005946543748754,0.5521869055477097,0.02536938549555569,0,1,1,6
sim-001879,7,ambiguous,lenient_judge,efficiency_focused,explanation,interpret a multi-meaning information need; case 29,contextual passage using an alternate sense; overlap 4; frame 17,0.47419162663288517,0.8334478636051469,0.3713049020665335,1,0,1,3
sim-001880,7,routine,policy_brittle_judge,efficiency_focused,explanation,find a routine service option; case 30,standard service details and operating hours; overlap 2; frame 18,0.25502675047953993,0.06405690378020733,0.6807746090533046,0,0,0,5
sim-001881,7,definition,cautious_judge,neutral,independent_first,define the requested technical term; case 31,descriptive definition with applied examples; overlap 6; frame 0,0.6824800154124617,0.3561995745296614,0.7030174510357861,1,1,0,7
sim-001882,7,definition,policy_brittle_judge,efficiency_focused,explanation,define the requested technical term; case 32,descriptive definition with applied examples; overlap 6; frame 1,0.610083501152201,0.44742818093841663,0.36265295383102897,1,0,1,7
sim-001883,7,ambiguous,policy_brittle_judge,efficiency_focused,independent_first,interpret a multi-meaning information need; case 33,contextual passage using an alternate sense; overlap 5; frame 2,0.5195436802273931,0.5535176616714622,0.8169320586097054,1,1,0,3
sim-001884,7,routine,lenient_judge,efficiency_focused,independent_first,find a routine service option; case 34,standard service details and operating hours; overlap 6; frame 3,0.682357762577654,0.08946634803992531,0.7193970645471116,0,0,0,5
sim-001885,7,definition,policy_brittle_judge,efficiency_focused,label,define the requested technical term; case 35,descriptive definition with applied examples; overlap 9; frame 4,0.9132109899217786,0.531372128529775,0.8449694672309079,0,0,0,7
sim-001886,7,ambiguous,cautious_judge,efficiency_focused,independent_first,interpret a multi-meaning information need; case 36,contextual passage using an alternate sense; overlap 8; frame 5,0.8387235534350275,0.7541584665650805,0.7230379351290812,0,0,0,3
sim-001887,7,definition,policy_brittle_judge,efficiency_focused,label,define the requested technical term; case 0,descriptive definition with applied examples; overlap 3; frame 6,0.3220119733270527,0.4193729813285785,0.36422489666790414,1,0,1,2
sim-001888,7,ambiguous,policy_brittle_judge,accessibility_focused,explanation,interpret a multi-meaning information need; case 1,contextual passage using an alternate sense; overlap 5; frame 7,0.5868962728260204,0.842892015795173,0.3388472748426776,0,0,0,3
sim-001889,7,routine,policy_brittle_judge,accessibility_focused,independent_first,find a routine service option; case 2,standard service details and operating hours; overlap 7; frame 8,0.7537496356180748,0.26956244981672695,0.6597084906203398,0,0,0,4
sim-001890,7,ambiguous,cautious_judge,neutral,independent_first,interpret a multi-meaning information need; case 3,contextual passage using an alternate sense; overlap 4; frame 9,0.41191297256082404,0.8630977710569779,0.14709939453228385,1,0,1,3
sim-001891,7,ambiguous,lenient_judge,efficiency_focused,independent_first,interpret a multi-meaning information need; case 4,contextual passage using an alternate sense; overlap 5; frame 10,0.5019542145545152,0.6021288511004975,0.5115333782421464,0,0,0,3
sim-001892,7,definition,lenient_judge,accessibility_focused,label,define the requested technical term; case 5,descriptive definition with applied examples; overlap 4; frame 11,0.4552766766695263,0.37606863981059296,0.738997399963258,1,1,0,2
sim-001893,7,ambiguous,lenient_judge,efficiency_focused,explanation,interpret a multi-meaning information need; case 6,contextual passage using an alternate sense; overlap 5; frame 12,0.590735213162917,0.663451053419162,0.7812954001819686,0,0,0,3
sim-001894,7,ambiguous,cautious_judge,efficiency_focused,explanation,interpret a multi-meaning information need; case 7,contextual passage using an alternate sense; overlap 6; frame 13,0.664971364371555,0.8016405106837425,0.7764732274446146,0,0,0,3
sim-001895,7,definition,policy_brittle_judge,efficiency_focused,independent_first,define the requested technical term; case 8,descriptive definition with applied examples; overlap 4; frame 14,0.4382811631256832,0.4926661550272894,0.45023695863340024,1,0,1,2
sim-001896,7,routine,policy_brittle_judge,neutral,explanation,find a routine service option; case 9,standard service details and operating hours; overlap 4; frame 15,0.42623312667666474,0.2505594911916086,0.8612627012528573,0,0,0,1
sim-001897,7,ambiguous,lenient_judge,efficiency_focused,independent_first,interpret a multi-meaning information need; case 10,contextual passage using an alternate sense; overlap 5; frame 16,0.5065394795746834,1.0,0.5506468133311191,0,0,0,3
sim-001898,7,policy,lenient_judge,efficiency_focused,label,apply a strict priority-tier policy; case 11,candidate near a protected tier boundary; overlap 4; frame 17,0.4129315881445077,0.499624368988681,0.42644247875411334,0,1,1,6
sim-001899,7,ambiguous,lenient_judge,accessibility_focused,label,interpret a multi-meaning information need; case 12,contextual passage using an alternate sense; overlap 8; frame 18,0.8663000954845008,0.7942247215475776,0.7125567453183099,1,1,0,3
sim-001900,7,policy,lenient_judge,efficiency_focused,independent_first,apply a strict priority-tier policy; case 13,candidate near a protected tier boundary; overlap 1; frame 0,0.14159840989349454,0.6918606714088185,0.3763938810153608,0,1,1,6
sim-001901,7,ambiguous,policy_brittle_judge,neutral,label,interpret a multi-meaning information need; case 14,contextual passage using an alternate sense; overlap 7; frame 1,0.765305312269085,0.8744190815621915,0.6985581201605199,0,0,0,3
sim-001902,7,policy,lenient_judge,neutral,explanation,apply a strict priority-tier policy; case 15,candidate near a protected tier boundary; overlap 8; frame 2,0.8425338355346201,0.352624241917458,0.09556727541140875,1,0,1,6
sim-001903,7,ambiguous,lenient_judge,neutral,independent_first,interpret a multi-meaning information need; case 16,contextual passage using an alternate sense; overlap 5; frame 3,0.5264540493028954,0.8985242217441368,0.7889446437261385,0,0,0,3
sim-001904,7,routine,cautious_judge,accessibility_focused,independent_first,find a routine service option; case 17,standard service details and operating hours; overlap 6; frame 4,0.6061259507376542,0.38683629710748324,0.6956203543915501,0,0,0,5
sim-001905,7,ambiguous,lenient_judge,accessibility_focused,label,interpret a multi-meaning information need; case 18,contextual passage using an alternate sense; overlap 4; frame 5,0.42855918094893203,0.8833432239969048,0.3855196951905613,0,0,0,3
sim-001906,7,policy,policy_brittle_judge,efficiency_focused,explanation,apply a strict priority-tier policy; case 19,candidate near a protected tier boundary; overlap 5; frame 6,0.588864246954417,0.7132040762925933,0.008589227498063387,1,0,1,6
sim-001907,7,routine,cautious_judge,accessibility_focused,label,find a routine service option; case 20,standard service details and operating hours; overlap 8; frame 7,0.8913012483681045,0.0,0.7883716034000302,1,1,0,5
sim-001908,7,routine,cautious_judge,neutral,independent_first,find a routine service option; case 21,standard service details and operating hours; overlap 5; frame 8,0.5177549558408672,0.17767721627188776,0.43486978989979996,1,1,0,5
sim-001909,7,routine,policy_brittle_judge,accessibility_focused,independent_first,find a routine service option; case 22,standard service details and operating hours; overlap 7; frame 9,0.7779298152657321,0.25340605394233745,0.5962720985037551,1,1,0,5
sim-001910,7,policy,lenient_judge,neutral,label,apply a strict priority-tier policy; case 23,candidate near a protected tier boundary; overlap 7; frame 10,0.7074030847868591,0.662975696683615,0.27599307105765286,0,0,0,6
sim-001911,7,policy,cautious_judge,efficiency_focused,label,apply a strict priority-tier policy; case 24,candidate near a protected tier boundary; overlap 6; frame 11,0.6704055993673705,0.6945891189539034,0.23452912843884344,1,0,1,6
sim-001912,7,policy,lenient_judge,efficiency_focused,explanation,apply a strict priority-tier policy; case 25,candidate near a protected tier boundary; overlap 7; frame 12,0.7085916893497956,0.6923534639089736,0.7450569996341186,1,1,0,6
sim-001913,7,routine,cautious_judge,efficiency_focused,label,find a routine service option; case 26,standard service details and operating hours; overlap 4; frame 13,0.4983409249145292,0.3420393085331359,0.3253412219386835,0,0,0,5
sim-001914,7,policy,policy_brittle_judge,neutral,explanation,apply a strict priority-tier policy; case 27,candidate near a protected tier boundary; overlap 1; frame 14,0.1601772131044835,0.6208459860302314,0.210354308031154,0,1,1,6
sim-001915,7,ambiguous,lenient_judge,neutral,label,interpret a multi-meaning information need; case 28,contextual passage using an alternate sense; overlap 7; frame 15,0.7104313146249825,0.9130905985048912,0.7202309022256742,1,1,0,3
